"translation","source","can_modify"
"ＴＩＰＳ_６１　　　　　　　　　　一行目{LF}ＴＩＰＳ_６１　　　　　　　　　　二行目{LF}ＴＩＰＳ_６１　　　　　　　　　　三行目{LF}ＴＩＰＳ_６１　　　　　　　　　　四行目{LF}ＴＩＰＳ_６１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６１""}","ＴＩＰＳ_６１　　　　　　　　　　一行目{LF}ＴＩＰＳ_６１　　　　　　　　　　二行目{LF}ＴＩＰＳ_６１　　　　　　　　　　三行目{LF}ＴＩＰＳ_６１　　　　　　　　　　四行目{LF}ＴＩＰＳ_６１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６１""}","1"
"ＴＩＰＳ_６２　　　　　　　　　　一行目{LF}ＴＩＰＳ_６２　　　　　　　　　　二行目{LF}ＴＩＰＳ_６２　　　　　　　　　　三行目{LF}ＴＩＰＳ_６２　　　　　　　　　　四行目{LF}ＴＩＰＳ_６２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６２""}","ＴＩＰＳ_６２　　　　　　　　　　一行目{LF}ＴＩＰＳ_６２　　　　　　　　　　二行目{LF}ＴＩＰＳ_６２　　　　　　　　　　三行目{LF}ＴＩＰＳ_６２　　　　　　　　　　四行目{LF}ＴＩＰＳ_６２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６２""}","1"
"ＴＩＰＳ_６３　　　　　　　　　　一行目{LF}ＴＩＰＳ_６３　　　　　　　　　　二行目{LF}ＴＩＰＳ_６３　　　　　　　　　　三行目{LF}ＴＩＰＳ_６３　　　　　　　　　　四行目{LF}ＴＩＰＳ_６３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６３""}","ＴＩＰＳ_６３　　　　　　　　　　一行目{LF}ＴＩＰＳ_６３　　　　　　　　　　二行目{LF}ＴＩＰＳ_６３　　　　　　　　　　三行目{LF}ＴＩＰＳ_６３　　　　　　　　　　四行目{LF}ＴＩＰＳ_６３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６３""}","1"
"ＴＩＰＳ_６４　　　　　　　　　　一行目{LF}ＴＩＰＳ_６４　　　　　　　　　　二行目{LF}ＴＩＰＳ_６４　　　　　　　　　　三行目{LF}ＴＩＰＳ_６４　　　　　　　　　　四行目{LF}ＴＩＰＳ_６４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６４""}","ＴＩＰＳ_６４　　　　　　　　　　一行目{LF}ＴＩＰＳ_６４　　　　　　　　　　二行目{LF}ＴＩＰＳ_６４　　　　　　　　　　三行目{LF}ＴＩＰＳ_６４　　　　　　　　　　四行目{LF}ＴＩＰＳ_６４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６４""}","1"
"ＴＩＰＳ_６５　　　　　　　　　　一行目{LF}ＴＩＰＳ_６５　　　　　　　　　　二行目{LF}ＴＩＰＳ_６５　　　　　　　　　　三行目{LF}ＴＩＰＳ_６５　　　　　　　　　　四行目{LF}ＴＩＰＳ_６５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６５""}","ＴＩＰＳ_６５　　　　　　　　　　一行目{LF}ＴＩＰＳ_６５　　　　　　　　　　二行目{LF}ＴＩＰＳ_６５　　　　　　　　　　三行目{LF}ＴＩＰＳ_６５　　　　　　　　　　四行目{LF}ＴＩＰＳ_６５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６５""}","1"
"ＴＩＰＳ_６６　　　　　　　　　　一行目{LF}ＴＩＰＳ_６６　　　　　　　　　　二行目{LF}ＴＩＰＳ_６６　　　　　　　　　　三行目{LF}ＴＩＰＳ_６６　　　　　　　　　　四行目{LF}ＴＩＰＳ_６６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６６""}","ＴＩＰＳ_６６　　　　　　　　　　一行目{LF}ＴＩＰＳ_６６　　　　　　　　　　二行目{LF}ＴＩＰＳ_６６　　　　　　　　　　三行目{LF}ＴＩＰＳ_６６　　　　　　　　　　四行目{LF}ＴＩＰＳ_６６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６６""}","1"
"ＴＩＰＳ_６７　　　　　　　　　　一行目{LF}ＴＩＰＳ_６７　　　　　　　　　　二行目{LF}ＴＩＰＳ_６７　　　　　　　　　　三行目{LF}ＴＩＰＳ_６７　　　　　　　　　　四行目{LF}ＴＩＰＳ_６７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６７""}","ＴＩＰＳ_６７　　　　　　　　　　一行目{LF}ＴＩＰＳ_６７　　　　　　　　　　二行目{LF}ＴＩＰＳ_６７　　　　　　　　　　三行目{LF}ＴＩＰＳ_６７　　　　　　　　　　四行目{LF}ＴＩＰＳ_６７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６７""}","1"
"ＴＩＰＳ_６８　　　　　　　　　　一行目{LF}ＴＩＰＳ_６８　　　　　　　　　　二行目{LF}ＴＩＰＳ_６８　　　　　　　　　　三行目{LF}ＴＩＰＳ_６８　　　　　　　　　　四行目{LF}ＴＩＰＳ_６８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６８""}","ＴＩＰＳ_６８　　　　　　　　　　一行目{LF}ＴＩＰＳ_６８　　　　　　　　　　二行目{LF}ＴＩＰＳ_６８　　　　　　　　　　三行目{LF}ＴＩＰＳ_６８　　　　　　　　　　四行目{LF}ＴＩＰＳ_６８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６８""}","1"
"ＴＩＰＳ_６９　　　　　　　　　　一行目{LF}ＴＩＰＳ_６９　　　　　　　　　　二行目{LF}ＴＩＰＳ_６９　　　　　　　　　　三行目{LF}ＴＩＰＳ_６９　　　　　　　　　　四行目{LF}ＴＩＰＳ_６９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６９""}","ＴＩＰＳ_６９　　　　　　　　　　一行目{LF}ＴＩＰＳ_６９　　　　　　　　　　二行目{LF}ＴＩＰＳ_６９　　　　　　　　　　三行目{LF}ＴＩＰＳ_６９　　　　　　　　　　四行目{LF}ＴＩＰＳ_６９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６９""}","1"
"ＴＩＰＳ_７０　　　　　　　　　　一行目{LF}ＴＩＰＳ_７０　　　　　　　　　　二行目{LF}ＴＩＰＳ_７０　　　　　　　　　　三行目{LF}ＴＩＰＳ_７０　　　　　　　　　　四行目{LF}ＴＩＰＳ_７０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７０""}","ＴＩＰＳ_７０　　　　　　　　　　一行目{LF}ＴＩＰＳ_７０　　　　　　　　　　二行目{LF}ＴＩＰＳ_７０　　　　　　　　　　三行目{LF}ＴＩＰＳ_７０　　　　　　　　　　四行目{LF}ＴＩＰＳ_７０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７０""}","1"
"ＴＩＰＳ_７１　　　　　　　　　　一行目{LF}ＴＩＰＳ_７１　　　　　　　　　　二行目{LF}ＴＩＰＳ_７１　　　　　　　　　　三行目{LF}ＴＩＰＳ_７１　　　　　　　　　　四行目{LF}ＴＩＰＳ_７１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７１""}","ＴＩＰＳ_７１　　　　　　　　　　一行目{LF}ＴＩＰＳ_７１　　　　　　　　　　二行目{LF}ＴＩＰＳ_７１　　　　　　　　　　三行目{LF}ＴＩＰＳ_７１　　　　　　　　　　四行目{LF}ＴＩＰＳ_７１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７１""}","1"
"ＴＩＰＳ_７２　　　　　　　　　　一行目{LF}ＴＩＰＳ_７２　　　　　　　　　　二行目{LF}ＴＩＰＳ_７２　　　　　　　　　　三行目{LF}ＴＩＰＳ_７２　　　　　　　　　　四行目{LF}ＴＩＰＳ_７２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７２""}","ＴＩＰＳ_７２　　　　　　　　　　一行目{LF}ＴＩＰＳ_７２　　　　　　　　　　二行目{LF}ＴＩＰＳ_７２　　　　　　　　　　三行目{LF}ＴＩＰＳ_７２　　　　　　　　　　四行目{LF}ＴＩＰＳ_７２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７２""}","1"
"ＴＩＰＳ_７３　　　　　　　　　　一行目{LF}ＴＩＰＳ_７３　　　　　　　　　　二行目{LF}ＴＩＰＳ_７３　　　　　　　　　　三行目{LF}ＴＩＰＳ_７３　　　　　　　　　　四行目{LF}ＴＩＰＳ_７３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７３""}","ＴＩＰＳ_７３　　　　　　　　　　一行目{LF}ＴＩＰＳ_７３　　　　　　　　　　二行目{LF}ＴＩＰＳ_７３　　　　　　　　　　三行目{LF}ＴＩＰＳ_７３　　　　　　　　　　四行目{LF}ＴＩＰＳ_７３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７３""}","1"
"ＴＩＰＳ_７４　　　　　　　　　　一行目{LF}ＴＩＰＳ_７４　　　　　　　　　　二行目{LF}ＴＩＰＳ_７４　　　　　　　　　　三行目{LF}ＴＩＰＳ_７４　　　　　　　　　　四行目{LF}ＴＩＰＳ_７４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７４""}","ＴＩＰＳ_７４　　　　　　　　　　一行目{LF}ＴＩＰＳ_７４　　　　　　　　　　二行目{LF}ＴＩＰＳ_７４　　　　　　　　　　三行目{LF}ＴＩＰＳ_７４　　　　　　　　　　四行目{LF}ＴＩＰＳ_７４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７４""}","1"
"ＴＩＰＳ_７５　　　　　　　　　　一行目{LF}ＴＩＰＳ_７５　　　　　　　　　　二行目{LF}ＴＩＰＳ_７５　　　　　　　　　　三行目{LF}ＴＩＰＳ_７５　　　　　　　　　　四行目{LF}ＴＩＰＳ_７５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７５""}","ＴＩＰＳ_７５　　　　　　　　　　一行目{LF}ＴＩＰＳ_７５　　　　　　　　　　二行目{LF}ＴＩＰＳ_７５　　　　　　　　　　三行目{LF}ＴＩＰＳ_７５　　　　　　　　　　四行目{LF}ＴＩＰＳ_７５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７５""}","1"
"ＴＩＰＳ_７６　　　　　　　　　　一行目{LF}ＴＩＰＳ_７６　　　　　　　　　　二行目{LF}ＴＩＰＳ_７６　　　　　　　　　　三行目{LF}ＴＩＰＳ_７６　　　　　　　　　　四行目{LF}ＴＩＰＳ_７６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７６""}","ＴＩＰＳ_７６　　　　　　　　　　一行目{LF}ＴＩＰＳ_７６　　　　　　　　　　二行目{LF}ＴＩＰＳ_７６　　　　　　　　　　三行目{LF}ＴＩＰＳ_７６　　　　　　　　　　四行目{LF}ＴＩＰＳ_７６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７６""}","1"
"ＴＩＰＳ_７７　　　　　　　　　　一行目{LF}ＴＩＰＳ_７７　　　　　　　　　　二行目{LF}ＴＩＰＳ_７７　　　　　　　　　　三行目{LF}ＴＩＰＳ_７７　　　　　　　　　　四行目{LF}ＴＩＰＳ_７７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７７""}","ＴＩＰＳ_７７　　　　　　　　　　一行目{LF}ＴＩＰＳ_７７　　　　　　　　　　二行目{LF}ＴＩＰＳ_７７　　　　　　　　　　三行目{LF}ＴＩＰＳ_７７　　　　　　　　　　四行目{LF}ＴＩＰＳ_７７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７７""}","1"
"ＴＩＰＳ_７８　　　　　　　　　　一行目{LF}ＴＩＰＳ_７８　　　　　　　　　　二行目{LF}ＴＩＰＳ_７８　　　　　　　　　　三行目{LF}ＴＩＰＳ_７８　　　　　　　　　　四行目{LF}ＴＩＰＳ_７８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７８""}","ＴＩＰＳ_７８　　　　　　　　　　一行目{LF}ＴＩＰＳ_７８　　　　　　　　　　二行目{LF}ＴＩＰＳ_７８　　　　　　　　　　三行目{LF}ＴＩＰＳ_７８　　　　　　　　　　四行目{LF}ＴＩＰＳ_７８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７８""}","1"
"ＴＩＰＳ_７９　　　　　　　　　　一行目{LF}ＴＩＰＳ_７９　　　　　　　　　　二行目{LF}ＴＩＰＳ_７９　　　　　　　　　　三行目{LF}ＴＩＰＳ_７９　　　　　　　　　　四行目{LF}ＴＩＰＳ_７９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７９""}","ＴＩＰＳ_７９　　　　　　　　　　一行目{LF}ＴＩＰＳ_７９　　　　　　　　　　二行目{LF}ＴＩＰＳ_７９　　　　　　　　　　三行目{LF}ＴＩＰＳ_７９　　　　　　　　　　四行目{LF}ＴＩＰＳ_７９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_７９""}","1"
